t,d0_x,d0_y,d0_z,d0_poserr,d0_solve_ms,d1_x,d1_y,d1_z,d1_poserr,d1_solve_ms,d2_x,d2_y,d2_z,d2_poserr,d2_solve_ms,d3_x,d3_y,d3_z,d3_poserr,d3_solve_ms,d4_x,d4_y,d4_z,d4_poserr,d4_solve_ms,leader_x,leader_y,leader_z,formation_max_err,min_spacing
2.4500,0.0000,-0.0000,-10.0000,0.0000,0.0725,-0.0000,3.0000,-10.0000,0.0000,0.0768,0.0000,-3.0000,-10.0000,0.0000,0.0473,3.0000,0.0000,-10.0000,0.0000,0.0463,-3.0000,0.0000,-10.0000,0.0000,0.0465,0.0000,0.0000,-5.0000,0.0000,3.0000
2.5000,0.0000,-0.0000,-10.0000,0.0000,0.0765,-0.0000,3.0000,-10.0000,0.0000,0.0801,0.0000,-3.0000,-10.0000,0.0000,0.0435,3.0000,0.0000,-10.0000,0.0000,0.0475,-3.0000,0.0000,-10.0000,0.0000,0.0447,0.0000,0.0000,-5.0000,0.0000,3.0000
2.5500,0.0000,-0.0000,-10.0000,0.0000,0.0770,-0.0000,3.0000,-10.0000,0.0000,0.0762,0.0000,-3.0000,-10.0000,0.0000,0.0440,3.0000,0.0000,-10.0000,0.0000,0.0439,-3.0000,0.0000,-10.0000,0.0000,0.0438,0.0000,0.0000,-5.0000,0.0000,3.0000
2.6000,0.0000,-0.0000,-10.0000,0.0000,0.0751,-0.0000,3.0000,-10.0000,0.0000,0.0806,0.0000,-3.0000,-10.0000,0.0000,0.0469,3.0000,0.0000,-10.0000,0.0000,0.0468,-3.0000,0.0000,-10.0000,0.0000,0.0469,0.0000,0.0000,-5.0000,0.0000,3.0000
2.6500,0.0000,-0.0000,-10.0000,0.0000,0.0766,-0.0000,3.0000,-10.0000,0.0000,0.0804,0.0000,-3.0000,-10.0000,0.0000,0.0486,3.0000,0.0000,-10.0000,0.0000,0.0442,-3.0000,0.0000,-10.0000,0.0000,0.0447,0.0000,0.0000,-5.0000,0.0000,3.0000
2.7000,0.0000,-0.0000,-10.0000,0.0000,0.0729,-0.0000,3.0000,-10.0000,0.0000,0.0762,0.0000,-3.0000,-10.0000,0.0000,0.0440,3.0000,0.0000,-10.0000,0.0000,0.0437,-3.0000,0.0000,-10.0000,0.0000,0.0440,0.0000,0.0000,-5.0000,0.0000,3.0000
2.7500,0.0000,-0.0000,-10.0000,0.0000,0.0727,-0.0000,3.0000,-10.0000,0.0000,0.0762,0.0000,-3.0000,-10.0000,0.0000,0.0448,3.0000,0.0000,-10.0000,0.0000,0.0439,-3.0000,0.0000,-10.0000,0.0000,0.0437,0.0000,0.0000,-5.0000,0.0000,3.0000
2.8000,0.0000,-0.0000,-10.0000,0.0000,0.0722,-0.0000,3.0000,-10.0000,0.0000,0.0760,0.0000,-3.0000,-10.0000,0.0000,0.0438,3.0000,0.0000,-10.0000,0.0000,0.0436,-3.0000,0.0000,-10.0000,0.0000,0.0438,0.0000,0.0000,-5.0000,0.0000,3.0000
2.8500,0.0000,-0.0000,-10.0000,0.0000,0.0730,-0.0000,3.0000,-10.0000,0.0000,0.0765,0.0000,-3.0000,-10.0000,0.0000,0.0444,3.0000,0.0000,-10.0000,0.0000,0.0436,-3.0000,0.0000,-10.0000,0.0000,0.0443,0.0000,0.0000,-5.0000,0.0000,3.0000
2.9000,0.0000,-0.0000,-10.0000,0.0000,0.0728,-0.0000,3.0000,-10.0000,0.0000,0.0761,0.0000,-3.0000,-10.0000,0.0000,0.0439,3.0000,0.0000,-10.0000,0.0000,0.0450,-3.0000,0.0000,-10.0000,0.0000,0.0445,0.0000,0.0000,-5.0000,0.0000,3.0000
2.9500,0.0000,-0.0000,-10.0000,0.0000,0.0733,-0.0000,3.0000,-10.0000,0.0000,0.0769,0.0000,-3.0000,-10.0000,0.0000,0.0438,3.0000,0.0000,-10.0000,0.0000,0.0445,-3.0000,0.0000,-10.0000,0.0000,0.0443,0.0000,0.0000,-5.0000,0.0000,3.0000
3.0000,0.0000,-0.0000,-10.0000,0.0000,0.0730,-0.0000,3.0000,-10.0000,0.0000,0.0767,0.0000,-3.0000,-10.0000,0.0000,0.0442,3.0000,0.0000,-10.0000,0.0000,0.0441,-3.0000,0.0000,-10.0000,0.0000,0.0467,0.0000,0.0000,-5.0000,0.0000,3.0000
3.0500,0.0000,-0.0000,-10.0000,0.0000,0.0735,-0.0000,3.0000,-10.0000,0.0000,0.0767,0.0000,-3.0000,-10.0000,0.0000,0.0442,3.0000,0.0000,-10.0000,0.0000,0.0444,-3.0000,0.0000,-10.0000,0.0000,0.0450,0.0000,0.0000,-5.0000,0.0000,3.0000
3.1000,0.0000,-0.0000,-10.0000,0.0000,0.0734,-0.0000,3.0000,-10.0000,0.0000,0.0792,0.0000,-3.0000,-10.0000,0.0000,0.0438,3.0000,0.0000,-10.0000,0.0000,0.0439,-3.0000,0.0000,-10.0000,0.0000,0.0441,0.0000,0.0000,-5.0000,0.0000,3.0000
3.1500,0.0000,-0.0000,-10.0000,0.0000,0.0734,-0.0000,3.0000,-10.0000,0.0000,0.0766,0.0000,-3.0000,-10.0000,0.0000,0.0445,3.0000,0.0000,-10.0000,0.0000,0.0442,-3.0000,0.0000,-10.0000,0.0000,0.0459,0.0000,0.0000,-5.0000,0.0000,3.0000
3.2000,0.0000,-0.0000,-10.0000,0.0000,0.0735,-0.0000,3.0000,-10.0000,0.0000,0.0771,0.0000,-3.0000,-10.0000,0.0000,0.0459,3.0000,0.0000,-10.0000,0.0000,0.0469,-3.0000,0.0000,-10.0000,0.0000,0.0463,0.0000,0.0000,-5.0000,0.0000,3.0000
3.2500,0.0000,-0.0000,-10.0000,0.0000,0.0768,-0.0000,3.0000,-10.0000,0.0000,0.0784,0.0000,-3.0000,-10.0000,0.0000,0.0437,3.0000,0.0000,-10.0000,0.0000,0.0439,-3.0000,0.0000,-10.0000,0.0000,0.0438,0.0000,0.0000,-5.0000,0.0000,3.0000
3.3000,0.0000,-0.0000,-10.0000,0.0000,0.0724,-0.0000,3.0000,-10.0000,0.0000,0.0759,0.0000,-3.0000,-10.0000,0.0000,0.0435,3.0000,0.0000,-10.0000,0.0000,0.0444,-3.0000,0.0000,-10.0000,0.0000,0.0436,0.0000,0.0000,-5.0000,0.0000,3.0000
3.3500,0.0000,-0.0000,-10.0000,0.0000,0.0726,-0.0000,3.0000,-10.0000,0.0000,0.0758,0.0000,-3.0000,-10.0000,0.0000,0.0438,3.0000,0.0000,-10.0000,0.0000,0.0439,-3.0000,0.0000,-10.0000,0.0000,0.0459,0.0000,0.0000,-5.0000,0.0000,3.0000
3.4000,0.0000,-0.0000,-10.0000,0.0000,0.0723,-0.0000,3.0000,-10.0000,0.0000,0.0767,0.0000,-3.0000,-10.0000,0.0000,0.0441,3.0000,0.0000,-10.0000,0.0000,0.0443,-3.0000,0.0000,-10.0000,0.0000,0.0438,0.0000,0.0000,-5.0000,0.0000,3.0000
3.4500,0.0000,-0.0000,-10.0000,0.0000,0.0731,-0.0000,3.0000,-10.0000,0.0000,0.0772,0.0000,-3.0000,-10.0000,0.0000,0.0439,3.0000,0.0000,-10.0000,0.0000,0.0466,-3.0000,0.0000,-10.0000,0.0000,0.0440,0.0000,0.0000,-5.0000,0.0000,3.0000
3.5000,0.0000,-0.0000,-10.0000,0.0000,0.0729,-0.0000,3.0000,-10.0000,0.0000,0.0765,0.0000,-3.0000,-10.0000,0.0000,0.0440,3.0000,0.0000,-10.0000,0.0000,0.0440,-3.0000,0.0000,-10.0000,0.0000,0.0441,0.0000,0.0000,-5.0000,0.0000,3.0000
3.5500,0.0000,-0.0000,-10.0000,0.0000,0.0755,-0.0000,3.0000,-10.0000,0.0000,0.0765,0.0000,-3.0000,-10.0000,0.0000,0.0442,3.0000,0.0000,-10.0000,0.0000,0.0451,-3.0000,0.0000,-10.0000,0.0000,0.0443,0.0000,0.0000,-5.0000,0.0000,3.0000
3.6000,0.0000,-0.0000,-10.0000,0.0000,0.0740,-0.0000,3.0000,-10.0000,0.0000,0.0772,0.0000,-3.0000,-10.0000,0.0000,0.0444,3.0000,0.0000,-10.0000,0.0000,0.0438,-3.0000,0.0000,-10.0000,0.0000,0.0443,0.0000,0.0000,-5.0000,0.0000,3.0000
3.6500,0.0000,-0.0000,-10.0000,0.0000,0.0727,-0.0000,3.0000,-10.0000,0.0000,0.0767,0.0000,-3.0000,-10.0000,0.0000,0.0443,3.0000,0.0000,-10.0000,0.0000,0.0441,-3.0000,0.0000,-10.0000,0.0000,0.0439,0.0000,0.0000,-5.0000,0.0000,3.0000
3.7000,0.0000,-0.0000,-10.0000,0.0000,0.0750,-0.0000,3.0000,-10.0000,0.0000,0.0767,0.0000,-3.0000,-10.0000,0.0000,0.0441,3.0000,0.0000,-10.0000,0.0000,0.0446,-3.0000,0.0000,-10.0000,0.0000,0.0447,0.0000,0.0000,-5.0000,0.0000,3.0000
3.7500,0.0000,-0.0000,-10.0000,0.0000,0.0733,-0.0000,3.0000,-10.0000,0.0000,0.0766,0.0000,-3.0000,-10.0000,0.0000,0.0464,3.0000,0.0000,-10.0000,0.0000,0.0445,-3.0000,0.0000,-10.0000,0.0000,0.0444,0.0000,0.0000,-5.0000,0.0000,3.0000
3.8000,0.0000,-0.0000,-10.0000,0.0000,0.0730,-0.0000,3.0000,-10.0000,0.0000,0.0765,0.0000,-3.0000,-10.0000,0.0000,0.0451,3.0000,0.0000,-10.0000,0.0000,0.0443,-3.0000,0.0000,-10.0000,0.0000,0.0439,0.0000,0.0000,-5.0000,0.0000,3.0000
3.8500,0.0000,-0.0000,-10.0000,0.0000,0.0732,-0.0000,3.0000,-10.0000,0.0000,0.0767,0.0000,-3.0000,-10.0000,0.0000,0.0460,3.0000,0.0000,-10.0000,0.0000,0.0443,-3.0000,0.0000,-10.0000,0.0000,0.0445,0.0000,0.0000,-5.0000,0.0000,3.0000
3.9000,0.0000,-0.0000,-10.0000,0.0000,0.0780,-0.0000,3.0000,-10.0000,0.0000,0.0814,0.0000,-3.0000,-10.0000,0.0000,0.0464,3.0000,0.0000,-10.0000,0.0000,0.0458,-3.0000,0.0000,-10.0000,0.0000,0.0437,0.0000,0.0000,-5.0000,0.0000,3.0000
